0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
624712,83,07004054083,7,125,14136,054,1,1,1.0,2,"---
- '2'
","---
- '2'
","---
- '1'
",26.6601876000000,88.9570961000000,,2017-01-31 05:36:56.522769,2017-01-31 05:36:56.522769,20170131_110630_soil.jpeg,image/jpeg,208758.0,2017-01-31 05:36:56.377906,False,2325,,2017-01-31,3
1233940,15,11024146015,12,209,28986,146,1,1,2.0,4,"---
- '1'
",,"---
- '1'
",,,,2017-05-24 11:38:52.953123,2017-05-24 11:38:52.953123,,,,,True,301,,2017-05-18,1
1233770,4,11021081004,12,206,28482,081,1,1,1.0,5,,,,21.8100000000000,81.8900000000000,,2017-05-24 10:15:35.134505,2017-05-24 10:15:35.134505,IMAG0386.jpg,image/jpeg,4560085.0,2017-05-24 10:15:33.863652,True,4848,,2017-05-14,4
1233899,49,11021116049,12,206,28516,116,1,1,4.0,1,,,,21.8100000000000,87.9000000000000,,2017-05-24 11:14:13.153933,2017-05-24 11:14:13.153933,20170516_100425.jpg,image/jpeg,2841008.0,2017-05-24 11:14:12.397543,True,4848,,2017-05-11,4
1233954,39,07004108039,7,125,14189,108,1,1,2.0,2,"---
- '2'
","---
- '2'
","---
- '1'
",,,,2017-05-24 11:54:35.982823,2017-05-24 11:54:35.982823,,,,,True,3162,,2017-01-04,9
1233842,9,11021079009,12,206,28480,079,1,1,1.0,5,,,,21.4965000000000,87.8799000000000,,2017-05-24 10:48:46.965262,2017-05-24 10:48:46.965262,IMAG0409.jpg,image/jpeg,5846809.0,2017-05-24 10:48:45.393489,True,4848,,2017-05-03,6
23563,209,07004105209,7,125,14186,105,1,1,1.0,2,"---
- '1'
- '2'
","---
- '1'
- '2'
","---
- '1'
",26.5446000000000,89.0987000000000,,2016-01-08 08:03:20.000000,2016-01-08 08:03:20.000000,20160108_133235_soil.jpeg,image/jpeg,508843.0,2016-01-08 08:03:18.000000,False,2,,2016-01-08,6
1233776,134,05007056134,5,94,10931,056,1,1,3.0,2,"---
- '1'
- '2'
","---
- '1'
- '2'
","---
- '1'
- '7'
",22.5433570000000,22.5935660000000,,2017-05-24 10:17:52.101957,2017-05-24 10:17:52.101957,,,,,True,147,,2016-05-02,1
1233815,4,11021113004,12,206,28513,113,1,1,4.0,5,,,,21.4900000000000,87.5400000000000,,2017-05-24 10:36:20.726240,2017-05-24 10:36:20.726240,20170516_095959.jpg,image/jpeg,2895347.0,2017-05-24 10:36:19.769610,True,4848,,2017-05-01,2
23482,196,07004105196,7,125,14186,105,1,1,1.0,2,"---
- '1'
- '2'
","---
- '2'
","---
- '1'
- '2'
",0E-13,0E-13,,2016-01-08 06:51:01.000000,2016-01-08 06:51:01.000000,20160108_121959_soil.jpeg,image/jpeg,531932.0,2016-01-08 06:51:00.000000,False,2,,2016-01-08,6
1233806,19,11009158019,12,194,27454,158,1,1,3.0,4,"---
- '5'
- '8'
","---
- '33'
- '36'
","---
- '1'
- '41'
",,,,2017-05-24 10:32:47.149106,2017-05-24 10:32:47.149106,,,,,True,306,,2017-03-28,2
1233884,8,11028208008,12,213,29596,208,1,1,1.0,3,"---
- '1'
",,"---
- '1'
",21.7872650000000,87.5908583000000,,2017-05-24 11:05:49.734317,2017-05-24 11:05:49.734317,,,,,True,631,,2017-05-08,1
1233805,33,11009056033,12,194,27386,056,1,1,3.0,2,"---
- '1'
- '6'
","---
- '7'
- '21'
","---
- '1'
- '33'
",,,,2017-05-24 10:32:21.261476,2017-05-24 10:32:21.261476,,,,,True,306,,2017-03-20,4
36063,5,13005123005,14,248,32910,123,1,1,1.0,3,"---
- '1'
- '4'
","---
- '1'
- '2'
","---
- '1'
- '2'
",23.8117000000000,88.3223000000000,,2016-02-02 03:43:23.000000,2016-02-02 03:43:23.000000,20160202_091006_soil.jpeg,image/jpeg,397197.0,2016-02-02 03:43:22.000000,False,2,,2016-02-02,3
14759,62,07004105062,7,125,14186,105,1,1,1.0,2,"---
- '1'
- '2'
","---
- '1'
- '2'
","---
- '1'
",26.5446000000000,89.1046000000000,,2015-12-30 05:56:21.000000,2015-12-30 05:56:21.000000,20151230_112539_soil.jpeg,image/jpeg,401287.0,2015-12-30 05:56:20.000000,False,2,,2015-12-30,9
1233810,20,11009158020,12,194,27454,158,1,1,3.0,4,"---
- '4'
- '6'
","---
- '7'
- '13'
","---
- '1'
- '41'
",,,,2017-05-24 10:34:29.598573,2017-05-24 10:34:29.598573,,,,,True,306,,2017-03-28,2
1233811,34,11009056034,12,194,27386,056,1,1,3.0,2,"---
- '4'
- '6'
","---
- '7'
- '36'
","---
- '12'
- '19'
",,,,2017-05-24 10:34:54.871775,2017-05-24 10:34:54.871775,,,,,True,306,,2017-03-20,4
1233858,10,11021113010,12,206,28513,113,1,1,4.0,5,,,,21.4900000000000,87.5400000000000,,2017-05-24 10:53:49.617420,2017-05-24 10:53:49.617420,20170516_100216.jpg,image/jpeg,2702068.0,2017-05-24 10:53:48.688651,True,4848,,2017-05-01,3
611574,157,07004096157,7,125,14177,096,1,1,1.0,2,"---
- '2'
- '3'
","---
- '7'
- '19'
","---
- '1'
- '2'
",26.5946100000000,89.0527350000000,,2017-01-25 11:09:31.197553,2017-01-25 11:09:31.197553,20170125_163833_soil.jpeg,image/jpeg,317106.0,2017-01-25 11:09:30.999458,False,3166,,2017-01-25,2
611531,154,07004096154,7,125,14177,096,1,1,1.0,2,"---
- '2'
- '3'
","---
- '7'
- '19'
","---
- '1'
- '2'
",26.5946116666667,89.0529483333333,,2017-01-25 10:59:01.447944,2017-01-25 10:59:01.447944,20170125_162538_soil.jpeg,image/jpeg,312786.0,2017-01-25 10:59:01.179179,False,3166,,2017-01-25,3
24094,228,07004105228,7,125,14186,105,1,1,1.0,2,"---
- '1'
- '2'
","---
- '1'
- '2'
","---
- '1'
",26.5446000000000,89.1045000000000,,2016-01-09 08:41:02.000000,2016-01-09 08:41:02.000000,20160109_140454_soil.jpeg,image/jpeg,476483.0,2016-01-09 08:41:01.000000,False,2,,2016-01-09,5
36118,12,13005123012,14,248,32910,123,1,1,1.0,3,"---
- '1'
- '4'
","---
- '1'
- '2'
","---
- '1'
- '2'
",23.7936000000000,88.3521000000000,,2016-02-02 05:30:40.000000,2016-02-02 05:30:40.000000,20160202_104614_soil.jpeg,image/jpeg,309681.0,2016-02-02 05:30:39.000000,False,2,,2016-02-02,3
1233819,10,05007059010,5,94,10934,059,1,1,3.0,2,"---
- '1'
- '2'
","---
- '1'
- '2'
","---
- '1'
- '7'
",22.5433570000000,22.5935660000000,,2017-05-24 10:39:33.215227,2017-05-24 10:39:33.215227,,,,,True,147,,2016-05-04,1
611601,159,07004096159,7,125,14177,096,1,1,1.0,2,"---
- '2'
- '3'
","---
- '7'
- '19'
","---
- '1'
- '2'
",26.5943233333333,89.0530250000000,,2017-01-25 11:14:48.165818,2017-01-25 11:14:48.165818,20170125_164320_soil.jpeg,image/jpeg,297031.0,2017-01-25 11:14:48.016359,False,3166,,2017-01-25,3
1233859,3,11028208003,12,213,29596,208,1,1,1.0,3,"---
- '1'
",,"---
- '1'
",21.7872630000000,87.5908300000000,,2017-05-24 10:54:34.292479,2017-05-24 10:54:34.292479,,,,,True,631,,2017-05-08,2
1233863,15,05007059015,5,94,10934,059,1,1,3.0,2,"---
- '1'
- '2'
","---
- '1'
- '2'
","---
- '1'
- '7'
",22.5433570000000,22.5935660000000,,2017-05-24 10:55:51.482571,2017-05-24 10:55:51.482571,,,,,True,147,,2016-05-04,1
607972,147,07004096147,7,125,14177,096,1,1,1.0,2,"---
- '3'
- '2'
","---
- '7'
- '20'
","---
- '1'
- '2'
",26.6145766666667,89.0527300000000,,2017-01-24 08:31:16.382278,2017-01-24 08:31:16.382278,20170124_135442_soil.jpeg,image/jpeg,513810.0,2017-01-24 08:31:16.093377,False,3166,,2017-01-24,3
625523,138,07004054138,7,125,14136,054,1,1,1.0,2,"---
- '2'
","---
- '2'
","---
- '1'
",26.6601876000000,88.9570961000000,,2017-01-31 07:46:37.233681,2017-01-31 07:46:37.233681,20170131_131608_soil.jpeg,image/jpeg,214668.0,2017-01-31 07:46:37.097167,False,2325,,2017-01-31,4
1233915,18,11028208018,12,213,29596,208,1,1,1.0,3,"---
- '1'
",,"---
- '1'
",21.7872650000000,87.5908500000000,,2017-05-24 11:22:40.683862,2017-05-24 11:22:40.683862,,,,,True,631,,2017-05-08,1
1233921,20,11028208020,12,213,29596,208,1,1,1.0,3,"---
- '1'
",,"---
- '1'
",21.7872650000000,87.5908500000000,,2017-05-24 11:26:46.749320,2017-05-24 11:26:46.749320,,,,,True,631,,2017-05-08,1
633075,99,07004065099,7,125,14146,065,1,1,1.0,2,"---
- '2'
- '3'
","---
- '5'
- '7'
","---
- '1'
- '2'
",26.5775566666667,88.9704800000000,,2017-02-03 07:57:30.103159,2017-02-03 07:57:30.103159,20170203_132652_soil.jpeg,image/jpeg,214939.0,2017-02-03 07:57:29.977373,False,3166,,2017-02-03,5
623757,26,07004054026,7,125,14136,054,1,1,1.0,2,"---
- '2'
","---
- '2'
","---
- '1'
",26.6601876000000,88.9570961000000,,2017-01-30 13:50:57.707515,2017-01-30 13:50:57.707515,20170130_192019_soil.jpeg,image/jpeg,98027.0,2017-01-30 13:50:57.482123,False,2325,,2017-01-30,5
557463,49,07004056049,7,125,14138,056,1,1,1.0,2,"---
- '2'
","---
- '2'
","---
- '1'
",26.6653598500000,88.9771826800000,,2017-01-07 05:38:58.519575,2017-01-07 05:38:58.519575,20170107_110434_soil.jpeg,image/jpeg,452785.0,2017-01-07 05:38:58.346986,False,2325,,2017-01-07,4
625217,120,07004054120,7,125,14136,054,1,1,1.0,2,"---
- '2'
","---
- '2'
","---
- '1'
",26.6601876000000,88.9570961000000,,2017-01-31 07:07:08.108429,2017-01-31 07:07:08.108429,20170131_123641_soil.jpeg,image/jpeg,219367.0,2017-01-31 07:07:07.852426,False,2325,,2017-01-31,3
625452,133,07004054133,7,125,14136,054,1,1,1.0,2,"---
- '2'
","---
- '2'
","---
- '1'
",26.6601876000000,88.9570961000000,,2017-01-31 07:36:10.433598,2017-01-31 07:36:10.433598,20170131_130526_soil.jpeg,image/jpeg,212269.0,2017-01-31 07:36:10.174209,False,2325,,2017-01-31,3
624475,74,07004054074,7,125,14136,054,1,1,1.0,2,"---
- '2'
","---
- '2'
","---
- '1'
",26.6601876000000,88.9570961000000,,2017-01-31 04:33:27.490726,2017-01-31 04:33:27.490726,20170131_100252_soil.jpeg,image/jpeg,270247.0,2017-01-31 04:33:27.354466,False,2325,,2017-01-31,3
1233808,19,11021081019,12,206,28482,081,1,1,1.0,5,,,,21.8100000000000,81.8900000000000,,2017-05-24 10:34:00.855220,2017-05-24 10:34:00.855220,IMAG0402.jpg,image/jpeg,5665474.0,2017-05-24 10:33:59.582088,True,4848,,2017-05-14,4
1233800,15,11021081015,12,206,28482,081,1,1,1.0,5,,,,21.8100000000000,81.8900000000000,,2017-05-24 10:29:16.604991,2017-05-24 10:29:16.604991,IMAG0397.jpg,image/jpeg,3690423.0,2017-05-24 10:29:15.417985,True,4848,,2017-05-14,6
611545,155,07004096155,7,125,14177,096,1,1,1.0,2,"---
- '2'
","---
- '7'
- '19'
","---
- '1'
- '2'
",26.5949033333333,89.0529200000000,,2017-01-25 11:02:33.137704,2017-01-25 11:02:33.137704,20170125_163054_soil.jpeg,image/jpeg,305445.0,2017-01-25 11:02:32.859578,False,3166,,2017-01-25,4
1233948,102,07004067102,7,125,14148,067,1,1,2.0,2,"---
- '2'
","---
- '2'
","---
- '1'
",,,,2017-05-24 11:44:09.339163,2017-05-24 11:44:09.339163,,,,,True,3292,,2017-03-17,4
624269,34,07004054034,7,125,14136,054,1,1,1.0,2,"---
- '3'
","---
- '2'
","---
- '1'
",26.6601876000000,88.9570961000000,,2017-01-31 03:08:23.334739,2017-01-31 03:08:23.334739,20170131_083737_soil.jpeg,image/jpeg,192778.0,2017-01-31 03:08:23.093656,False,2325,,2017-01-31,3
608574,151,07004096151,7,125,14177,096,1,1,1.0,2,"---
- '2'
- '3'
","---
- '7'
- '19'
","---
- '1'
- '2'
",26.5941616666667,89.0536850000000,,2017-01-24 10:26:38.402494,2017-01-24 10:26:38.402494,20170124_153511_soil.jpeg,image/jpeg,407964.0,2017-01-24 10:26:38.082172,False,3166,,2017-01-24,5
1234228,7,02028112007,2,47,6739,112,1,1,2.0,4,"---
- 4
","---
- 1
","---
- 1
",,,,2017-05-24 12:43:31.696497,2017-05-24 12:43:31.696497,,,,,True,2484,155191,2017-02-19,7
1233820,22,11009158022,12,194,27454,158,1,1,3.0,4,"---
- '10'
- '24'
","---
- '13'
- '15'
","---
- '1'
- '21'
",,,,2017-05-24 10:39:37.323057,2017-05-24 10:39:37.323057,,,,,True,306,,2017-03-28,2
1233880,33,07004108033,7,125,14189,108,1,1,2.0,2,"---
- '2'
","---
- '1'
","---
- '2'
",,,,2017-05-24 11:03:55.665034,2017-05-24 11:03:55.665034,,,,,True,3294,,2017-01-04,11
1233830,11,05007059011,5,94,10934,059,1,1,3.0,2,"---
- '1'
- '2'
","---
- '1'
- '2'
","---
- '1'
- '7'
",22.5433570000000,22.5935660000000,,2017-05-24 10:44:02.010329,2017-05-24 10:44:02.010329,,,,,True,147,,2016-05-04,1
631971,172,07004054172,7,125,14136,054,1,1,1.0,2,"---
- '2'
","---
- '2'
","---
- '1'
",26.6666487400000,88.9723929500000,,2017-02-03 03:33:08.877332,2017-02-03 03:33:08.877332,20170203_090244_soil.jpeg,image/jpeg,220530.0,2017-02-03 03:33:08.751075,False,2325,,2017-02-03,5
1233838,27,11009158027,12,194,27454,158,1,1,3.0,4,"---
- '1'
- '9'
","---
- '7'
- '15'
","---
- '1'
- '32'
",,,,2017-05-24 10:47:37.820231,2017-05-24 10:47:37.820231,,,,,True,306,,2017-03-28,2
1234234,13,02028028013,2,47,6656,028,1,1,2.0,4,"---
- 4
","---
- 1
","---
- 1
",,,,2017-05-24 12:43:34.430469,2017-05-24 12:43:34.430469,,,,,True,2484,155197,2017-02-21,7
1233839,89,07004056089,7,125,14138,056,1,1,2.0,2,"---
- '2'
","---
- '1'
","---
- '2'
",,,,2017-05-24 10:48:23.058532,2017-05-24 10:48:23.058532,,,,,True,3294,,2017-01-04,3
1233891,47,11009056047,12,194,27386,056,1,1,3.0,2,"---
- '4'
- '7'
","---
- '7'
- '21'
","---
- '36'
- '38'
",,,,2017-05-24 11:09:39.180791,2017-05-24 11:09:39.180791,,,,,True,306,,2017-03-20,4
1233856,14,05007059014,5,94,10934,059,1,1,3.0,2,"---
- '1'
- '2'
","---
- '1'
- '2'
","---
- '1'
- '7'
",22.5433570000000,22.5935660000000,,2017-05-24 10:53:27.090454,2017-05-24 10:53:27.090454,,,,,True,147,,2016-05-04,1
1233870,176,07004096176,7,125,14177,096,1,1,2.0,2,"---
- '2'
","---
- '2'
","---
- '1'
",,,,2017-05-24 10:59:47.845205,2017-05-24 10:59:47.845205,,,,,True,3292,,2017-03-16,4
624243,28,07004054028,7,125,14136,054,1,1,1.0,2,"---
- '2'
","---
- '2'
","---
- '1'
",26.6666120700000,88.9720849400000,,2017-01-31 02:59:14.632345,2017-01-31 02:59:14.632345,20170131_082843_soil.jpeg,image/jpeg,245392.0,2017-01-31 02:59:14.436305,False,2325,,2017-01-31,6
1233846,10,11021079010,12,206,28480,079,1,1,1.0,5,,,,21.4965000000000,87.8799000000000,,2017-05-24 10:50:03.868487,2017-05-24 10:50:03.868487,IMAG0410.jpg,image/jpeg,5142612.0,2017-05-24 10:50:02.275380,True,4848,,2017-05-03,4
1234236,14,02028029014,2,47,6657,029,1,1,2.0,4,"---
- 4
","---
- 1
","---
- 1
",,,,2017-05-24 12:43:35.180826,2017-05-24 12:43:35.180826,,,,,True,2484,155199,2017-02-21,7
1234231,80,02028027080,2,47,6655,027,1,1,2.0,4,"---
- 4
","---
- 1
","---
- 1
",,,,2017-05-24 12:43:33.166598,2017-05-24 12:43:33.166598,,,,,True,2484,155194,2017-02-20,7
1234230,79,02028027079,2,47,6655,027,1,1,2.0,4,"---
- 4
","---
- 1
","---
- 1
",,,,2017-05-24 12:43:32.736817,2017-05-24 12:43:32.736817,,,,,True,2484,155193,2017-02-18,7
607226,135,07004096135,7,125,14177,096,1,1,1.0,2,"---
- '2'
- '3'
","---
- '7'
- '19'
","---
- '1'
- '2'
",26.6099516666667,89.0478883333333,,2017-01-24 06:16:32.169452,2017-01-24 06:16:32.169452,20170124_112208_soil.jpeg,image/jpeg,417460.0,2017-01-24 06:16:31.838570,False,3166,,2017-01-24,5
36100,10,13005123010,14,248,32910,123,1,1,1.0,3,"---
- '1'
- '4'
","---
- '1'
- '2'
","---
- '1'
- '2'
",23.7823000000000,88.3265000000000,,2016-02-02 05:10:09.000000,2016-02-02 05:10:09.000000,20160202_102537_soil.jpeg,image/jpeg,384782.0,2016-02-02 05:10:08.000000,False,2,,2016-02-02,3
1233918,36,07004108036,7,125,14189,108,1,1,2.0,2,"---
- '2'
","---
- '2'
","---
- '2'
",,,,2017-05-24 11:25:18.679066,2017-05-24 11:25:18.679066,,,,,True,3294,,2017-01-04,9
1234233,129,02028078129,2,47,6705,078,1,1,2.0,4,"---
- 4
","---
- 1
","---
- 1
",,,,2017-05-24 12:43:34.042667,2017-05-24 12:43:34.042667,,,,,True,2484,155196,2017-02-19,7
1233818,5,11021113005,12,206,28513,113,1,1,4.0,5,,,,21.4900000000000,87.5400000000000,,2017-05-24 10:38:24.176846,2017-05-24 10:38:24.176846,20170516_095959.jpg,image/jpeg,2895347.0,2017-05-24 10:38:23.215533,True,4848,,2017-05-01,5
1234229,118,02028093118,2,47,6720,093,1,1,2.0,4,"---
- 4
","---
- 1
","---
- 1
",,,,2017-05-24 12:43:32.302425,2017-05-24 12:43:32.302425,,,,,True,2484,155192,2017-02-19,7
1234235,81,02028027081,2,47,6655,027,1,1,2.0,4,"---
- 4
","---
- 1
","---
- 1
",,,,2017-05-24 12:43:34.799682,2017-05-24 12:43:34.799682,,,,,True,2484,155198,2017-02-18,7
1234238,119,02028093119,2,47,6720,093,1,1,2.0,4,"---
- 4
","---
- 1
","---
- 1
",,,,2017-05-24 12:43:35.933631,2017-05-24 12:43:35.933631,,,,,True,2484,155201,2017-02-19,7
1234237,82,02028027082,2,47,6655,027,1,1,2.0,4,"---
- 4
","---
- 1
","---
- 1
",,,,2017-05-24 12:43:35.508531,2017-05-24 12:43:35.508531,,,,,True,2484,155200,2017-02-19,7
1234232,13,02028029013,2,47,6657,029,1,1,2.0,4,"---
- 4
","---
- 1
","---
- 1
",,,,2017-05-24 12:43:33.597472,2017-05-24 12:43:33.597472,,,,,True,2484,155195,2017-02-02,7
1233905,50,11021116050,12,206,28516,116,1,1,4.0,1,,,,21.8100000000000,87.9000000000000,,2017-05-24 11:16:38.458102,2017-05-24 11:16:38.458102,20170516_100436.jpg,image/jpeg,2876541.0,2017-05-24 11:16:37.662073,True,4848,,2017-05-11,5
1234239,14,02028028014,2,47,6656,028,1,1,2.0,4,"---
- 4
","---
- 1
","---
- 1
",,,,2017-05-24 12:43:36.479896,2017-05-24 12:43:36.479896,,,,,True,2484,155202,2017-02-02,7
1234240,120,02028093120,2,47,6720,093,1,1,2.0,4,"---
- 4
","---
- 1
","---
- 1
",,,,2017-05-24 12:43:36.909514,2017-05-24 12:43:36.909514,,,,,True,2484,155203,2017-02-19,7
1234241,15,02028029015,2,47,6657,029,1,1,2.0,4,"---
- 4
","---
- 1
","---
- 1
",,,,2017-05-24 12:43:37.307618,2017-05-24 12:43:37.307618,,,,,True,2484,155204,2017-02-02,7
1234242,130,02028078130,2,47,6705,078,1,1,2.0,4,"---
- 4
","---
- 1
","---
- 1
",,,,2017-05-24 12:43:37.671350,2017-05-24 12:43:37.671350,,,,,True,2484,155205,2017-02-19,7
1234243,131,02028078131,2,47,6705,078,1,1,2.0,4,"---
- 4
","---
- 1
","---
- 1
",,,,2017-05-24 12:43:38.063542,2017-05-24 12:43:38.063542,,,,,True,2484,155206,2017-02-20,7
1234244,15,02028028015,2,47,6656,028,1,1,2.0,4,"---
- 4
","---
- 1
","---
- 1
",,,,2017-05-24 12:43:38.538761,2017-05-24 12:43:38.538761,,,,,True,2484,155207,2017-02-21,7
1234245,16,02028028016,2,47,6656,028,1,1,2.0,4,"---
- 4
","---
- 1
","---
- 1
",,,,2017-05-24 12:43:38.972652,2017-05-24 12:43:38.972652,,,,,True,2484,155208,2017-02-18,7
629167,26,07004090026,7,125,14171,090,1,1,1.0,2,"---
- '2'
- '3'
","---
- '5'
- '7'
","---
- '1'
- '2'
",26.5776300000000,88.9703933333333,,2017-02-02 07:01:55.993405,2017-02-02 07:01:55.993405,20170202_123109_soil.jpeg,image/jpeg,178308.0,2017-02-02 07:01:55.758983,False,3166,,2017-02-02,6
1233946,94,07004056094,7,125,14138,056,1,1,2.0,2,"---
- '2'
","---
- '1'
","---
- '2'
",,,,2017-05-24 11:43:23.836640,2017-05-24 11:43:23.836640,,,,,True,3294,,2017-01-05,4
23614,218,07004105218,7,125,14186,105,1,1,1.0,2,"---
- '4'
- '2'
- '1'
","---
- '1'
","---
- '2'
",26.5446000000000,89.0987000000000,,2016-01-08 08:31:18.000000,2016-01-08 08:31:18.000000,20160108_140028_soil.jpeg,image/jpeg,500476.0,2016-01-08 08:31:17.000000,False,2,,2016-01-08,6
1233901,49,11009056049,12,194,27386,056,1,1,3.0,2,"---
- '4'
- '7'
","---
- '7'
- '13'
","---
- '27'
- '50'
",,,,2017-05-24 11:14:27.600227,2017-05-24 11:14:27.600227,,,,,True,306,,2017-03-20,6
1233907,17,05007059017,5,94,10934,059,1,1,3.0,2,"---
- '1'
- '2'
","---
- '1'
- '2'
","---
- '1'
- '7'
",22.5433570000000,22.5935660000000,,2017-05-24 11:17:13.396652,2017-05-24 11:17:13.396652,,,,,True,147,,2016-05-04,1
611648,162,07004096162,7,125,14177,096,1,1,1.0,2,"---
- '3'
- '2'
","---
- '7'
- '19'
","---
- '1'
- '2'
",26.5943750000000,89.0530483333333,,2017-01-25 11:26:29.685952,2017-01-25 11:26:29.685952,20170125_165510_soil.jpeg,image/jpeg,433598.0,2017-01-25 11:26:29.426397,False,3166,,2017-01-25,16
1233897,48,11009056048,12,194,27386,056,1,1,3.0,2,"---
- '4'
- '6'
","---
- '7'
- '21'
","---
- '12'
- '27'
",,,,2017-05-24 11:12:12.451597,2017-05-24 11:12:12.451597,,,,,True,306,,2017-03-20,5
1233848,29,11009158029,12,194,27454,158,1,1,3.0,4,"---
- '6'
- '7'
","---
- '7'
- '21'
","---
- '1'
- '41'
",,,,2017-05-24 10:50:44.057920,2017-05-24 10:50:44.057920,,,,,True,306,,2017-03-28,2
1233909,16,11028208016,12,213,29596,208,1,1,1.0,3,"---
- '1'
",,"---
- '1'
",21.7872650000000,87.5908500000000,,2017-05-24 11:19:17.755514,2017-05-24 11:19:17.755514,,,,,True,631,,2017-05-08,1
1233867,4,11028208004,12,213,29596,208,1,1,1.0,3,"---
- '1'
",,"---
- '1'
",21.7876800000000,87.5908449900000,,2017-05-24 10:57:55.024065,2017-05-24 10:57:55.024065,,,,,True,631,,2017-05-08,1
555649,44,07004056044,7,125,14138,056,1,1,1.0,2,"---
- '2'
","---
- '2'
","---
- '1'
",26.6729078000000,88.9840130000000,,2017-01-06 10:34:38.996831,2017-01-06 10:34:38.996831,20170106_160257_soil.jpeg,image/jpeg,392255.0,2017-01-06 10:34:38.845986,False,2325,,2017-01-06,3
36102,11,13005123011,14,248,32910,123,1,1,1.0,3,"---
- '1'
- '4'
","---
- '1'
- '2'
","---
- '1'
- '2'
",23.7936000000000,88.3521000000000,,2016-02-02 05:13:14.000000,2016-02-02 05:13:14.000000,20160202_104139_soil.jpeg,image/jpeg,383674.0,2016-02-02 05:13:13.000000,False,2,,2016-02-02,3
1233931,54,11021116054,12,206,28516,116,1,1,4.0,1,,,,21.8100000000000,87.9000000000000,,2017-05-24 11:32:43.591135,2017-05-24 11:32:43.591135,20170516_100815.jpg,image/jpeg,2796657.0,2017-05-24 11:32:42.700287,True,4848,,2017-05-11,7
625332,129,07004054129,7,125,14136,054,1,1,1.0,2,"---
- '2'
","---
- '2'
","---
- '1'
",26.6601876000000,88.9570961000000,,2017-01-31 07:22:04.713794,2017-01-31 07:22:04.713794,20170131_125137_soil.jpeg,image/jpeg,252569.0,2017-01-31 07:22:04.491956,False,2325,,2017-01-31,2
608212,149,07004096149,7,125,14177,096,1,1,1.0,2,"---
- '2'
- '3'
","---
- '7'
- '19'
","---
- '1'
- '2'
",26.5943283333333,89.0529416666667,,2017-01-24 09:16:37.778771,2017-01-24 09:16:37.778771,20170124_144438_soil.jpeg,image/jpeg,378480.0,2017-01-24 09:16:37.517028,False,3166,,2017-01-24,5
625228,121,07004054121,7,125,14136,054,1,1,1.0,2,"---
- '2'
","---
- '2'
","---
- '1'
",26.6601876000000,88.9570961000000,,2017-01-31 07:08:29.670374,2017-01-31 07:08:29.670374,20170131_123756_soil.jpeg,image/jpeg,218527.0,2017-01-31 07:08:29.375925,False,2325,,2017-01-31,3
614232,3,07004054003,7,125,14136,054,1,1,1.0,2,"---
- '2'
","---
- '2'
","---
- '1'
",26.6712498000000,88.9809844000000,,2017-01-27 02:01:12.352629,2017-01-27 02:01:12.352629,20170127_073036_soil.jpeg,image/jpeg,268464.0,2017-01-27 02:01:12.108329,False,2325,,2017-01-27,2
624761,89,07004054089,7,125,14136,054,1,1,1.0,2,"---
- '2'
","---
- '1'
","---
- '1'
",26.6601876000000,88.9570961000000,,2017-01-31 05:44:38.949659,2017-01-31 05:44:38.949659,20170131_111406_soil.jpeg,image/jpeg,209824.0,2017-01-31 05:44:38.688585,False,2325,,2017-01-31,3
1233932,55,11009056055,12,194,27386,056,1,1,3.0,2,"---
- '1'
- '6'
","---
- '7'
- '13'
","---
- '1'
- '19'
",,,,2017-05-24 11:33:17.620061,2017-05-24 11:33:17.620061,,,,,True,306,,2017-03-20,4
661778,204,07004054204,7,125,14136,054,1,1,1.0,2,"---
- '2'
","---
- '2'
","---
- '2'
",26.6659760000000,88.9743178000000,,2017-02-09 05:16:07.028882,2017-02-09 05:16:07.028882,20170209_104525_soil.jpeg,image/jpeg,122540.0,2017-02-09 05:16:06.845565,False,2325,,2017-02-09,3
1233935,99,07004067099,7,125,14148,067,1,1,2.0,2,"---
- '2'
","---
- '2'
","---
- '1'
",,,,2017-05-24 11:35:09.313849,2017-05-24 11:35:09.313849,,,,,True,3292,,2017-03-16,3
1233936,56,11009056056,12,194,27386,056,1,1,3.0,2,"---
- '1'
- '7'
","---
- '7'
- '21'
","---
- '1'
- '36'
",,,,2017-05-24 11:35:30.904003,2017-05-24 11:35:30.904003,,,,,True,306,,2017-03-20,4
625358,131,07004054131,7,125,14136,054,1,1,1.0,2,"---
- '2'
","---
- '2'
","---
- '1'
",26.6601876000000,88.9570961000000,,2017-01-31 07:24:40.215056,2017-01-31 07:24:40.215056,20170131_125413_soil.jpeg,image/jpeg,249481.0,2017-01-31 07:24:40.000675,False,2325,,2017-01-31,3
1233895,48,11021116048,12,206,28516,116,1,1,4.0,1,,,,21.8100000000000,87.9000000000000,,2017-05-24 11:11:51.090697,2017-05-24 11:11:51.090697,20170516_100414.jpg,image/jpeg,2857827.0,2017-05-24 11:11:50.197979,True,4848,,2017-05-11,5
25154,255,07004105255,7,125,14186,105,1,1,1.0,1,,,,0E-13,0E-13,,2016-01-11 10:54:25.000000,2016-01-11 10:54:25.000000,20160111_162228_soil.jpeg,image/jpeg,373982.0,2016-01-11 10:54:24.000000,False,2,,2016-01-11,7
