id,crop_reference_id,season,sulphur,zinc,boron,iron,manganese,copper,org_manure,biofertilizer,created_at,updated_at,sulphur_bn,zinc_bn,boron_bn,iron_bn,manganese_bn,copper_bn,org_manure_bn,biofertilizer_bn
44,127,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 11:58:12.199357,2016-03-18 11:58:12.199357,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
45,179,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 11:58:24.853443,2016-03-18 11:58:24.853443,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
46,73,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:13:59.982130,2016-03-18 12:13:59.982130,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
47,128,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:14:19.334162,2016-03-18 12:14:19.334162,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
48,180,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:14:30.566280,2016-03-18 12:14:30.566280,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
49,129,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate  on 4th week @ 250-300 l/ ha,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:16:12.031088,2016-03-18 12:16:12.031088,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,0.1% ডাইসোডিয়াম অকটাবোরেট টেটরাহাইড্রেট ফসল বোনার 4 সপ্তাহে @ 250-300 লিটার / হেক্টর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
50,181,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate  on 4th week @ 250-300 l/ ha,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:16:25.460449,2016-03-18 12:16:25.460449,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,0.1% ডাইসোডিয়াম অকটাবোরেট টেটরাহাইড্রেট ফসল বোনার 4 সপ্তাহে @ 250-300 লিটার / হেক্টর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
51,74,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:17:58.878763,2016-03-18 12:17:58.878763,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
52,130,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:18:09.760522,2016-03-18 12:18:09.760522,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
53,170,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:18:28.410792,2016-03-18 12:18:28.410792,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
54,75,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:19:52.103735,2016-03-18 12:19:52.103735,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
55,131,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:20:01.619666,2016-03-18 12:20:01.619666,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
56,182,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:20:16.270949,2016-03-18 12:20:16.270949,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
57,76,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:22:07.331647,2016-03-18 12:22:07.331647,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
58,132,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:22:17.203352,2016-03-18 12:22:17.203352,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
59,183,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:22:26.987670,2016-03-18 12:22:26.987670,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
60,77,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:24:22.420214,2016-03-18 12:24:22.420214,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
61,133,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:24:33.595954,2016-03-18 12:24:33.595954,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
62,171,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:24:49.311920,2016-03-18 12:24:49.311920,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
63,78,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:36:20.402096,2016-03-18 12:36:20.402096,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
64,134,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:36:30.685035,2016-03-18 12:36:30.685035,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
65,175,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:36:40.567235,2016-03-18 12:36:40.567235,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
66,79,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:40:04.634134,2016-03-18 12:40:04.634134,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
67,135,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:41:00.684541,2016-03-18 12:41:00.684541,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
68,184,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:41:10.086820,2016-03-18 12:41:10.086820,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
69,80,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:43:24.201147,2016-03-18 12:43:24.201147,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
70,136,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:43:38.275417,2016-03-18 12:43:38.275417,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
71,185,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 12:43:48.938744,2016-03-18 12:43:48.938744,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
