0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
5687,50174,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Bakshubeg,Undulated,Non Irrigated,,Sandy,22.167778,87.394167,,,Paddy,Paddy,Paddy,,,True,10012463014,2016-06-29 08:52:12.819007,2016-06-29 08:52:12.891487
5688,50175,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Gaitakismat,Levelled,Irrigated,Tube Well,Sandy loam,22.080157,87.419637,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012646011,2016-06-29 08:52:13.412404,2016-06-29 08:52:13.505883
5689,50176,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Binadpur,Levelled,Irrigated,Tube Well,Sandy loam,22.080278,87.334722,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012328024,2016-06-29 08:52:14.117314,2016-06-29 08:52:14.196514
5690,50177,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Binadpur,Levelled,Irrigated,Tube Well,Sandy loam,22.052877,87.325833,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012328025,2016-06-29 08:52:14.720219,2016-06-29 08:52:14.802785
5691,50178,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Parichak,Undulated,Non Irrigated,,Sandy,22.168611,87.394444,Paddy,,Paddy,Paddy,,,,True,10012494001,2016-06-29 08:52:15.141625,2016-06-29 08:52:15.175492
5692,50179,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Badamara,Levelled,Irrigated,Tube Well,Sandy loam,22.073057,87.338611,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012334008,2016-06-29 08:52:15.410074,2016-06-29 08:52:15.469788
5693,50180,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Reripur,Levelled,Irrigated,Tube Well,Sandy loam,22.030858,87.504465,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012630007,2016-06-29 08:52:15.931790,2016-06-29 08:52:15.976956
5694,50181,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Reripur,Levelled,Irrigated,Tube Well,Sandy loam,22.079794,87.430985,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012630008,2016-06-29 08:52:16.753761,2016-06-29 08:52:16.834946
5695,50182,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Bisamat Hira Pari,Undulated,Irrigated,Tube Well,Sandy,22.207222,87.391944,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012519007,2016-06-29 08:52:17.719055,2016-06-29 08:52:17.790310
5696,50183,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Binadpur,Levelled,Irrigated,Tube Well,Sandy loam,22.080278,87.334722,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012328026,2016-06-29 08:52:18.257294,2016-06-29 08:52:18.303498
5697,50184,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Reripur,Levelled,Irrigated,Tube Well,Sandy,22.030958,87.40657,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012630009,2016-06-29 08:52:18.771825,2016-06-29 08:52:18.861268
5698,50185,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Pakurseni,Undulated,Irrigated,Tube Well,Sandy loam,22.179167,87.465833,Paddy,Paddy,Paddy,Paddy,Paddy,,,True,10012525076,2016-06-29 08:52:19.567514,2016-06-29 08:52:19.640977
5699,50186,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Reripur,Levelled,Irrigated,Tube Well,Sandy loam,22.079878,87.440979,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012630010,2016-06-29 08:52:20.223574,2016-06-29 08:52:20.295847
5700,50187,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Pakurseni,Undulated,Irrigated,Tube Well,Sandy loam,22.179167,87.465833,Paddy,,Paddy,Paddy,Paddy,Paddy,,True,10012525077,2016-06-29 08:52:21.030070,2016-06-29 08:52:21.074437
5701,50188,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Gaitakismat,Levelled,Irrigated,Tube Well,Sandy loam,22.084479,87.424837,Paddy,Paddy,Paddy,Paddy,Paddy,,,True,10012646012,2016-06-29 08:52:21.456657,2016-06-29 08:52:21.502811
5702,50189,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Kayemkhan,Undulated,Non Irrigated,,Sandy,22.213056,87.391111,Paddy,Paddy,Paddy,Paddy,Paddy,,,True,10012466011,2016-06-29 08:52:21.909306,2016-06-29 08:52:21.967976
5703,50190,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Janardanpur,Levelled,Irrigated,Tube Well,Clay loam,22.080157,87.419637,Potato,Potato,Paddy,Paddy,Paddy,,,True,10012081010,2016-06-29 08:52:22.189042,2016-06-29 08:52:22.221389
5704,50191,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Gaitakismat,Low lying,Irrigated,Tube Well,Sandy,22.054709,87.429624,Potato,Potato,Paddy,Paddy,Paddy,Paddy,,True,10012646013,2016-06-29 08:52:22.540320,2016-06-29 08:52:22.576201
5705,50192,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Reripur,Levelled,Irrigated,Tube Well,Sandy loam,22.089793,87.430979,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012630011,2016-06-29 08:52:23.159988,2016-06-29 08:52:23.232257
5706,50193,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Reripur,Levelled,Irrigated,Tube Well,Sandy loam,22.056274,87.44699,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012630012,2016-06-29 08:52:23.828227,2016-06-29 08:52:23.905232
5707,50194,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Binadpur,Levelled,Irrigated,Tube Well,Sandy loam,22.071111,87.327222,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012328027,2016-06-29 08:52:24.719227,2016-06-29 08:52:24.800846
5708,50195,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Reripur,Levelled,Irrigated,Tube Well,Sandy loam,22.030857,87.405456,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012630013,2016-06-29 08:52:25.280963,2016-06-29 08:52:25.363057
5709,50196,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Binadpur,Levelled,Irrigated,Tube Well,Sandy loam,22.086944,87.333889,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012328028,2016-06-29 08:52:25.743597,2016-06-29 08:52:25.783697
5710,50197,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Badamara,Levelled,Irrigated,Tube Well,Sandy loam,22.0725,87.338056,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012334009,2016-06-29 08:52:26.196025,2016-06-29 08:52:26.278325
5711,50198,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Binadpur,Levelled,Irrigated,Tube Well,Sandy loam,22.052778,87.325833,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012328029,2016-06-29 08:52:26.945986,2016-06-29 08:52:27.186457
5712,50199,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Badamara,Levelled,Irrigated,Tube Well,Sandy loam,22.080278,87.334722,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012334010,2016-06-29 08:52:27.825562,2016-06-29 08:52:27.902768
5713,50200,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Gaitakismat,Levelled,Irrigated,Tube Well,Sandy loam,22.054709,87.429624,Paddy,Paddy,Paddy,Paddy,,,,True,10012646014,2016-06-29 08:52:28.410535,2016-06-29 08:52:28.461628
5714,50201,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Bisamat Hira Pari,Undulated,Irrigated,Tube Well,Sandy,22.207222,87.391944,Paddy,Paddy,Paddy,Paddy,Paddy,,,True,10012519008,2016-06-29 08:54:27.285195,2016-06-29 08:54:27.378685
5715,50202,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Badamara,Levelled,Irrigated,Tube Well,Sandy loam,22.0725,87.171389,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012334011,2016-06-29 08:54:27.772228,2016-06-29 08:54:27.805140
5716,50203,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Badamara,Levelled,Irrigated,Tube Well,Sandy loam,22.080278,87.334722,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012334012,2016-06-29 08:54:28.175903,2016-06-29 08:54:28.263523
5717,50204,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Kotabarh,Levelled,Irrigated,Tube Well,Clay loam,22.054709,87.429624,Potato,Potato,Paddy,Paddy,Paddy,Paddy,,True,10012647001,2016-06-29 08:54:28.636479,2016-06-29 08:54:28.681106
5718,50205,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Badamara,Levelled,Irrigated,Tube Well,Sandy loam,22.089722,87.328999,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012334013,2016-06-29 08:54:29.060074,2016-06-29 08:54:29.105407
5719,50206,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Kotabarh,Levelled,Irrigated,Tube Well,Sandy loam,22.067433,87.42463,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012647002,2016-06-29 08:54:29.387500,2016-06-29 08:54:29.428873
5720,50207,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Kotabarh,Undulated,Irrigated,Tube Well,Clay loam,22.09009,87.425643,Brinjal,Brinjal,Paddy,Paddy,Paddy,Paddy,,True,10012647003,2016-06-29 08:54:29.800930,2016-06-29 08:54:29.858346
5721,50208,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Kotabarh,Levelled,Irrigated,Tube Well,Sandy loam,22.073995,87.45574,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012647004,2016-06-29 08:54:30.505584,2016-06-29 08:54:30.543991
5722,50209,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Kotabarh,Levelled,Irrigated,Tube Well,Clay loam,22.078296,87.42697,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012647005,2016-06-29 08:54:30.832311,2016-06-29 08:54:30.865646
5723,50210,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Kotabarh,Levelled,Irrigated,Tube Well,Sandy loam,22.086655,87.419732,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012647006,2016-06-29 08:54:31.415961,2016-06-29 08:54:31.471359
5724,50211,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Kotabarh,Levelled,Irrigated,Tube Well,Sandy,22.080338,87.423093,Paddy,Paddy,Paddy,Paddy,,,,True,10012647007,2016-06-29 08:54:31.806321,2016-06-29 08:54:31.851970
5725,50212,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Kayemkhan,Undulated,Irrigated,Tube Well,Sandy,22.213056,87.391111,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012466012,2016-06-29 08:54:32.488115,2016-06-29 08:54:32.588234
5726,50213,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Kayemkhan,Undulated,Irrigated,Tube Well,Sandy loam,22.233056,87.391111,,,Paddy,Paddy,Paddy,,,True,10012466013,2016-06-29 08:54:33.073927,2016-06-29 08:54:33.112420
5727,50214,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Kotabarh,Levelled,Irrigated,Tube Well,Sandy loam,22.071674,87.422966,Paddy,Paddy,,,Paddy,Paddy,,True,10012647008,2016-06-29 08:54:33.318036,2016-06-29 08:54:33.354525
5728,50215,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Kotabarh,Levelled,Irrigated,Tube Well,Sandy loam,22.073931,87.419828,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012647009,2016-06-29 08:54:33.828528,2016-06-29 08:54:33.872357
5729,50216,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Binadpur,Levelled,Irrigated,Tube Well,Sandy loam,22.030857,87.405456,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012328030,2016-06-29 08:54:34.627057,2016-06-29 08:54:34.715327
5730,50217,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Kotabarh,Levelled,Irrigated,Tube Well,Sandy loam,22.067524,87.426359,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012647010,2016-06-29 08:54:35.293277,2016-06-29 08:54:35.364729
5731,50218,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Badamara,Levelled,Irrigated,Tube Well,Sandy loam,22.058056,87.332222,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012334014,2016-06-29 08:54:35.977304,2016-06-29 08:54:36.105891
5732,50219,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Binadpur,Levelled,Irrigated,Tube Well,Sandy loam,22.056944,87.318056,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012328031,2016-06-29 08:54:36.790106,2016-06-29 08:54:36.869715
5733,50220,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Binadpur,Levelled,Irrigated,Tube Well,Sandy loam,22.056944,87.318056,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012328032,2016-06-29 08:54:37.432843,2016-06-29 08:54:37.531224
5734,50221,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Binadpur,Levelled,Irrigated,Tube Well,Sandy loam,22.069722,87.329722,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012328033,2016-06-29 08:59:14.966712,2016-06-29 08:59:15.052165
5735,50222,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Binadpur,Levelled,Irrigated,Tube Well,Sandy loam,22.055556,87.328056,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012328034,2016-06-29 08:59:15.785219,2016-06-29 08:59:15.823404
5736,50223,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Dwariachak,Undulated,Non Irrigated,,Sandy,22.168611,87.394444,,,Paddy,Paddy,Paddy,,,True,10012710009,2016-06-29 08:59:16.224052,2016-06-29 08:59:16.323314
5737,50224,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Bakshubeg,Undulated,Non Irrigated,,Sandy,22.167778,87.394444,,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10012463015,2016-06-29 08:59:16.677132,2016-06-29 08:59:16.759430
5738,50225,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Bakshubeg,Undulated,Non Irrigated,,Sandy,22.167778,87.394761,Mustard,Paddy,Paddy,Paddy,Paddy,,,True,10012463016,2016-06-29 08:59:17.161705,2016-06-29 08:59:17.232325
5739,50226,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Bisamat Hira Pari,Undulated,Irrigated,Tube Well,Sandy,22.207222,87.391944,Paddy,,Paddy,Paddy,Paddy,,,True,10012519009,2016-06-29 08:59:17.583687,2016-06-29 08:59:17.626625
5740,50227,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Bakshubeg,Undulated,Irrigated,Tube Well,Sandy,22.167778,87.394761,Mustard,Paddy,Paddy,Paddy,Paddy,,,True,10012463017,2016-06-29 08:59:17.918723,2016-06-29 08:59:17.990565
5741,50228,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Kayemkhan,Undulated,Non Irrigated,,Sandy,22.213056,87.391111,Paddy,,Paddy,Paddy,Paddy,Paddy,,True,10012466014,2016-06-29 08:59:18.472951,2016-06-29 08:59:18.549543
5742,50229,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Bakshubeg,Undulated,Non Irrigated,,Sandy,22.167778,87.394167,Mustard,Paddy,Paddy,Paddy,Paddy,,,True,10012463018,2016-06-29 08:59:18.939120,2016-06-29 08:59:19.004898
5743,50230,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Pakurseni,Undulated,Non Irrigated,,Sandy,22.179167,87.465833,Paddy,Paddy,Paddy,Paddy,Paddy,,,True,10012525078,2016-06-29 08:59:19.436398,2016-06-29 08:59:19.521568
5744,50231,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Tentulia Bhumijan,Undulated,Irrigated,Tube Well,Sandy loam,22.069167,87.343611,Paddy,,Paddy,Paddy,Paddy,Paddy,,True,10012555018,2016-06-29 08:59:19.962244,2016-06-29 08:59:20.032994
5745,50232,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Pakurseni,Undulated,Irrigated,Tube Well,Sandy loam,22.179167,87.465833,Paddy,,Paddy,Paddy,Paddy,,,True,10012525079,2016-06-29 08:59:20.859436,2016-06-29 08:59:20.940598
6297,10801,Malda 1 - STL Malda,,,2016-04-15,,,Malda,GAJOL,Purba Ranipur,Levelled,Irrigated,Well,Sandy loam,25.19,88.26,Wheat,,Paddy,,Jute,,,True,09009253708,2016-06-29 11:54:38.012568,2016-06-29 11:54:38.110750
5746,50233,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Bakshubeg,Undulated,Non Irrigated,,Sandy,22.167778,87.394167,Mustard,,Paddy,Paddy,Paddy,Paddy,,True,10012463019,2016-06-29 08:59:21.520006,2016-06-29 08:59:21.618688
5747,50234,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Kayemkhan,Undulated,Irrigated,Tube Well,Sandy,22.213056,87.391111,Paddy,,Paddy,Paddy,Paddy,,,True,10012466015,2016-06-29 08:59:22.089451,2016-06-29 08:59:22.155728
5748,50235,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Pakurseni,Undulated,Irrigated,Tube Well,Sandy loam,22.179167,87.465833,Paddy,,Paddy,Paddy,Paddy,,,True,10012525080,2016-06-29 08:59:22.513359,2016-06-29 08:59:22.607705
5749,50236,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Pakurseni,Undulated,Irrigated,Tube Well,Sandy loam,22.179167,87.465833,Paddy,,Paddy,Paddy,Paddy,,,True,10012525081,2016-06-29 08:59:23.034328,2016-06-29 08:59:23.108841
5750,50237,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Bisamat Hira Pari,Undulated,Irrigated,Tube Well,Sandy,22.207222,87.391944,Paddy,,Paddy,Paddy,Paddy,,,True,10012519010,2016-06-29 08:59:23.593885,2016-06-29 08:59:23.693294
5751,50238,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Hirapari,Undulated,Non Irrigated,,Sandy,22.213056,87.391111,,,Paddy,Paddy,Paddy,,,True,10012465015,2016-06-29 08:59:24.097626,2016-06-29 08:59:24.165257
5752,50239,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Tentulia Bhumijan,Undulated,Irrigated,Tube Well,Sandy loam,22.176944,87.434444,Paddy,,Paddy,Paddy,Sesamum,,,True,10012555019,2016-06-29 08:59:24.698142,2016-06-29 08:59:24.777833
5753,50240,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Dwariachak,Undulated,Non Irrigated,,Sandy,22.168611,87.394444,,,Paddy,Paddy,,,,True,10012710010,2016-06-29 08:59:25.297691,2016-06-29 08:59:25.363007
5754,50241,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Tentulia Bhumijan,Undulated,Irrigated,Tube Well,Sandy loam,22.176944,87.434444,Paddy,,Paddy,Paddy,Sesamum,,,True,10012555020,2016-06-29 08:59:25.747361,2016-06-29 08:59:25.843732
5755,50242,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Dwariachak,Levelled,Irrigated,Tube Well,Sandy loam,22.168611,87.394444,,,Paddy,Paddy,,,,True,10012710011,2016-06-29 08:59:26.408650,2016-06-29 08:59:26.490850
5756,50243,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Tentulia Bhumijan,Undulated,Irrigated,Tube Well,Sandy loam,22.176944,87.434444,Paddy,,Paddy,Paddy,Sesamum,,,True,10012555021,2016-06-29 08:59:26.865368,2016-06-29 08:59:26.959059
5757,50244,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Tentulia Bhumijan,Undulated,Irrigated,Tube Well,Sandy loam,22.176944,87.434444,Paddy,,Paddy,Paddy,Sesamum,,,True,10012555022,2016-06-29 08:59:27.532478,2016-06-29 08:59:27.632890
5758,50245,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Dwariachak,Undulated,Irrigated,Tube Well,Sandy,22.168611,87.394444,,,Paddy,Paddy,,,,True,10012710012,2016-06-29 08:59:28.145924,2016-06-29 08:59:28.216549
5759,50246,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Tentulia Bhumijan,Undulated,Irrigated,Tube Well,Sandy loam,22.176944,87.434444,Paddy,,Paddy,Paddy,Sesamum,,,True,10012555023,2016-06-29 08:59:28.555346,2016-06-29 08:59:28.628388
5760,50247,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Palshiya,Levelled,Irrigated,Tube Well,Sandy loam,22.04383,87.343445,,,Paddy,Paddy,,,,True,10012319001,2016-06-29 08:59:29.138370,2016-06-29 08:59:29.203890
5761,50248,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Dwariachak,Undulated,Non Irrigated,,Sandy,22.168611,87.394444,,,Paddy,Paddy,,,,True,10012710013,2016-06-29 08:59:29.536892,2016-06-29 08:59:29.570682
5762,50249,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Tentulia Bhumijan,Undulated,Irrigated,Tube Well,Sandy loam,22.176944,87.434444,Paddy,,Paddy,Paddy,Sesamum,,,True,10012555024,2016-06-29 08:59:29.742051,2016-06-29 08:59:29.775794
5763,50250,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Tentulia Bhumijan,Undulated,Irrigated,Tube Well,Sandy loam,22.069164,87.343611,Paddy,,Paddy,Paddy,,,,True,10012555025,2016-06-29 08:59:30.040578,2016-06-29 08:59:30.123146
5764,50251,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Tentulia Bhumijan,Undulated,Irrigated,Tube Well,Sandy loam,22.069167,87.343611,Paddy,,Paddy,Paddy,,,,True,10012555026,2016-06-29 08:59:30.911628,2016-06-29 08:59:30.991817
5765,50252,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Uattar Dhaneshwari,Levelled,Irrigated,Tube Well,Sandy loam,22.058528,87.352216,,Mustard,Paddy,,Sesamum,,,True,10012678012,2016-06-29 08:59:31.474413,2016-06-29 08:59:31.576201
5766,50253,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Tentulia Bhumijan,Undulated,Irrigated,Tube Well,Sandy loam,22.069167,87.343611,Paddy,,Paddy,Paddy,Sesamum,,,True,10012555027,2016-06-29 08:59:32.024546,2016-06-29 08:59:32.089899
5767,50254,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Tentulia Bhumijan,Undulated,Irrigated,Tube Well,Sandy loam,22.176944,87.434444,Paddy,,Paddy,Paddy,Sesamum,,,True,10012555028,2016-06-29 08:59:32.882025,2016-06-29 08:59:32.948113
5768,50255,Paschim Medinipur 1 -  STL Paschim Medinipore,,,2016-02-16,,,Paschim Medinipur,NARAYANGARH,Tentulia Bhumijan,Undulated,Irrigated,Tube Well,Sandy loam,22.175278,87.434444,Paddy,,Paddy,Paddy,Sesamum,,,True,10012555029,2016-06-29 08:59:33.452085,2016-06-29 08:59:33.549656
